repo,pr_id,title,merged,context_type,prompt_type,prompt,response,pred_merge,elapsed_s,response_length,created_at
microsoft/vscode,324159,agentHost: route GitHub protected resources through a GitHub Enterprise endpoint service,False,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (28):
- src/vs/platform/agentHost/common/agentHostCustomizationConfig.ts
- src/vs/platform/agentHost/common/githubEndpoints.ts
- src/vs/platform/agentHost/node/agentHostCommitOperationHandler.ts
- src/vs/platform/agentHost/node/agentHostGitHubEndpointService.ts
- src/vs/platform/agentHost/node/agentHostGitStateService.ts
- src/vs/platform/agentHost/node/agentHostMain.ts
- src/vs/platform/agentHost/node/agentHostPullRequestOperationHandler.ts
- src/vs/platform/agentHost/node/agentHostServerMain.ts
- src/vs/platform/agentHost/node/agentService.ts
- src/vs/platform/agentHost/node/claude/claudeAgent.ts
- src/vs/platform/agentHost/node/codex/codexAgent.ts
- src/vs/platform/agentHost/node/copilot/copilotAgent.ts
- src/vs/platform/agentHost/node/shared/agentHostOctoKitService.ts
- src/vs/platform/agentHost/node/shared/copilotApiService.ts
- src/vs/platform/agentHost/test/common/githubEndpoints.test.ts
- src/vs/platform/agentHost/test/node/agentHostCommitOperationHandler.test.ts
- src/vs/platform/agentHost/test/node/agentHostGitHubEndpointService.test.ts
- src/vs/platform/agentHost/test/node/agentHostGitStateService.test.ts
- src/vs/platform/agentHost/test/node/agentHostPullRequestOperationHandler.test.ts
- src/vs/platform/agentHost/test/node/claudeAgent.integrationTest.ts
Additions: 795, Deletions: 70

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': 'b64d9b75-27d1-4896-8acd-e18eac49223a'}}",,0.0,536,2026-07-13T16:11:58.950972+00:00
microsoft/vscode,324144,Prompt update for gpt-5.6,True,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (1):
- extensions/copilot/src/extension/prompts/node/agent/openai/gpt56Prompt.tsx
Additions: 1, Deletions: 0

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': '4de90307-9fd9-4d49-bef3-cb6757fde12d'}}",,0.0,536,2026-07-13T16:11:59.106792+00:00
microsoft/vscode,324140,fix mismatched spinners in chat,True,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (3):
- src/vs/base/browser/animationSync.ts
- src/vs/base/browser/ui/pixelSpinner/pixelSpinner.ts
- src/vs/sessions/contrib/sessions/browser/views/sessionsList.ts
Additions: 115, Deletions: 3

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': '6c9d9629-cf92-40db-ae71-6c976c8fbfad'}}",,0.0,536,2026-07-13T16:11:59.186388+00:00
microsoft/vscode,324131,Prompt timeline rail for the Agents window,False,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (15):
- build/lib/i18n.resources.json
- build/lib/stylelint/vscode-known-variables.json
- src/vs/sessions/contrib/promptTimeline/browser/media/promptTimeline.css
- src/vs/sessions/contrib/promptTimeline/browser/promptBucketing.ts
- src/vs/sessions/contrib/promptTimeline/browser/promptTimeline.contribution.ts
- src/vs/sessions/contrib/promptTimeline/browser/promptTimelineActions.ts
- src/vs/sessions/contrib/promptTimeline/browser/promptTimelineModel.ts
- src/vs/sessions/contrib/promptTimeline/browser/promptTimelineRail.ts
- src/vs/sessions/contrib/promptTimeline/browser/promptTimelineWidgetContrib.ts
- src/vs/sessions/contrib/promptTimeline/common/promptTimeline.ts
- src/vs/sessions/contrib/promptTimeline/test/browser/promptBucketing.test.ts
- src/vs/sessions/sessions.common.main.ts
- src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostResponseFileChanges.ts
- src/vs/workbench/contrib/chat/common/editing/chatEditingService.ts
- src/vs/workbench/contrib/chat/test/browser/agentHost/agentHostResponseFileChanges.test.ts
Additions: 1758, Deletions: 3

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': 'ba82e8db-9504-449a-8480-efab52825ab0'}}",,0.0,536,2026-07-13T16:11:59.275358+00:00
microsoft/vscode,324129,"agentHost: sync .vscode/mcp.json servers, enable SDK config discovery",True,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (6):
- src/vs/platform/agentHost/node/copilot/copilotSessionLauncher.ts
- src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostActiveClientService.ts
- src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostLocalCustomizations.ts
- src/vs/workbench/contrib/chat/test/browser/agentSessions/resolveCustomizationRefs.test.ts
- src/vs/workbench/contrib/mcp/common/discovery/installedMcpServersDiscovery.ts
- src/vs/workbench/contrib/mcp/common/mcpTypes.ts
Additions: 332, Deletions: 13

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': '86e93406-4a91-42c3-aa3b-ab7e87e63a22'}}",,0.0,536,2026-07-13T16:11:59.357663+00:00
microsoft/vscode,324125,Update distro commit to 5b10bb5b3d400cf801a343ebe7ed2e9835df5ab4,True,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (1):
- package.json
Additions: 1, Deletions: 1

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': '598d0bb9-5a82-42a6-a2de-88f3f3306bd6'}}",,0.0,536,2026-07-13T16:11:59.441314+00:00
microsoft/vscode,324121,Don't crash BYOK/custom models when the response hits the length limit,True,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (2):
- extensions/copilot/src/extension/conversation/vscode-node/languageModelAccess.ts
- extensions/copilot/src/extension/conversation/vscode-node/test/languageModelAccess.test.ts
Additions: 44, Deletions: 0

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': '657fadfc-54f5-45ea-919d-48b37f0a8774'}}",,0.0,536,2026-07-13T16:11:59.525843+00:00
microsoft/vscode,324120,chat: accept local folder paths in Install Plugin from Source,True,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (8):
- src/vs/workbench/contrib/chat/browser/actions/chatPluginActions.ts
- src/vs/workbench/contrib/chat/browser/pluginInstallService.ts
- src/vs/workbench/contrib/chat/browser/pluginUrlHandler.ts
- src/vs/workbench/contrib/chat/common/plugins/AGENTS_PLUGINS.md
- src/vs/workbench/contrib/chat/common/plugins/pluginInstallService.ts
- src/vs/workbench/contrib/chat/common/plugins/pluginMarketplaceService.ts
- src/vs/workbench/contrib/chat/test/browser/plugins/pluginInstallService.test.ts
- src/vs/workbench/contrib/chat/test/browser/plugins/pluginUrlHandler.test.ts
Additions: 388, Deletions: 98

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': 'b7685e89-592c-4014-a241-1448a59c6e23'}}",,0.0,536,2026-07-13T16:11:59.611772+00:00
microsoft/vscode,324103,"chat: show ""Starting MCP servers…"" hint for slow agent-host startup",True,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (8):
- src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts
- src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatMcpServersStartingContentPart.ts
- src/vs/workbench/contrib/chat/browser/widget/chatListRenderer.ts
- src/vs/workbench/contrib/chat/common/chatService/chatService.ts
- src/vs/workbench/contrib/chat/common/model/chatModel.ts
- src/vs/workbench/contrib/chat/common/model/chatSessionOperationLog.ts
- src/vs/workbench/contrib/chat/common/model/chatViewModel.ts
- src/vs/workbench/contrib/chat/test/browser/widget/chatContentParts/chatMcpServersStartingContentPart.test.ts
Additions: 242, Deletions: 9

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': '70e3fc22-5684-463f-a56b-1d3b93525b7e'}}",,0.0,536,2026-07-13T16:11:59.699024+00:00
microsoft/vscode,324099,Copilot CLI agent-host: experimentation overrides + config split,False,1,zero,"You are a senior GitHub code reviewer.
Based on the provided pull request context, answer the following:
1. Merge Prediction: should this PR be merged? Answer Yes or No.
2. Review Comment: provide a concise, practical code review comment that explains strengths, issues, and improvement suggestions.
Include your reasoning in the response.
Use only the context below and do not invent extra facts.

Context:
Diff summary:
Modified files (27):
- src/vs/platform/agentHost/common/agentHostCustomizationConfig.ts
- src/vs/platform/agentHost/common/agentService.ts
- src/vs/platform/agentHost/common/copilotCliConfig.ts
- src/vs/platform/agentHost/node/agentConfigurationService.ts
- src/vs/platform/agentHost/node/copilot/copilotAgent.ts
- src/vs/platform/agentHost/node/copilot/copilotAgentSession.ts
- src/vs/platform/agentHost/node/copilot/copilotSessionLauncher.ts
- src/vs/platform/agentHost/node/copilot/prompts/AGENTS.md
- src/vs/platform/agentHost/node/copilot/prompts/anthropicPrompt.ts
- src/vs/platform/agentHost/node/copilot/prompts/promptRegistry.ts
- src/vs/platform/agentHost/node/copilot/sandboxConfigForSdk.ts
- src/vs/platform/agentHost/test/common/copilotCliConfig.test.ts
- src/vs/platform/agentHost/test/node/agentHostPromptRegistry.test.ts
- src/vs/platform/agentHost/test/node/copilotAgent.test.ts
- src/vs/platform/agentHost/test/node/copilotAgentSession.test.ts
- src/vs/platform/agentHost/test/node/copilotSessionLauncher.test.ts
- src/vs/platform/agentHost/test/node/protocol/realSdkTestHelpers.ts
- src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostCopilotCliSettingsContribution.ts
- src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostCopilotPromptContribution.ts
- src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostRootConfigForwarder.ts
Additions: 669, Deletions: 386

Note: the dataset does not contain actual unified diff patches, so this summary uses file-level change metadata.","LLM_ERROR: Error code: 402 - {'error': {'message': 'The free trial quota for the service has been exhausted and postpaid billing is not enabled, so the service cannot be accessed. Please go to Console > Online Inference Service to enable postpaid billing. See: https://console.cloud.tencent.com/tokenhub/inference', 'message_zh': '服务免费体验额度已耗尽，且未开启后付费，无法正常访问。请前往控制台 > 在线推理服务开启后付费，查看链接：https://console.cloud.tencent.com/tokenhub/inference', 'code': '401008', 'type': 'gateway_error', 'request_id': '7a8891ea-9ff1-4d2f-96fb-40186e84ae33'}}",,0.0,536,2026-07-13T16:11:59.786611+00:00
